SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	HOURS	EDUC	AGE	ANNUAL_WAGE
2006	Employed,	ON	Male	7	No	10	40	Some PS	60+	20800
2006	Employed,	ON	Male	231	Yes	20.97	37.5	HS Grad	30-44	40891.5
2006	Employed,	BC	Female	115	NA	NA	40	HS Grad	30-44	NA
2006	Employed,	ON	Female	7	No	13.95	40	HS Grad	30-44	29016
2006	Employed,	QC	Female	123	NA	NA	40	Ba or More	30-44	NA
2006	Employed,	QC	Male	14	Yes	23.51	35	Some PS	45-59	42788.2
2006	Employed,	ON	Male	89	Yes	32.82	37.5	Ba or More	30-44	63999
2006	Employed,	ON	Female	89	Yes	18.94	35	Some PS	60+	34470.8
2006	Employed,	ON	Male	134	NA	NA	55	HS Grad	45-59	NA
2006	Employed,	AB	Female	27	No	11	40	Ba or More	30-44	22880
2006	Employed,	ON	Female	29	Yes	12.5	30	Some PS	30-44	19500
2006	Employed,	ON	Male	31	Yes	33	8	Ba or More	15-29	13728
2006	Employed,	ON	Female	34	No	8.5	9	HS Dropout	15-29	3978
2006	Employed,	QC	Male	213	No	12.44	40	Some PS	30-44	25875.2
2006	Employed,	BC	Female	240	No	38.46	30	Ba or More	45-59	59997.6
2006	Employed,	BC	Male	117	No	17	40	HS Grad	30-44	35360
2006	Employed,	AB	Female	7	No	7	11	HS Grad	15-29	4004
2006	Employed,	ON	Female	226	Yes	15	40	HS Grad	45-59	31200
2006	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	30-44	NA
2006	Employed,	AB	Male	1	Yes	16.67	48	Some PS	15-29	41608.32
2006	Employed,	AB	Male	240	NA	NA	40	Some PS	60+	NA
2006	Employed,	QC	Male	12	NA	NA	30	Some PS	45-59	NA
2006	Employed,	QC	Female	87	Yes	26.67	37.5	HS Dropout	45-59	52006.5
2006	Employed,	ON	Male	163	Yes	26.83	43	Some PS	30-44	59991.88
2006	Employed,	AB	Female	28	No	8.5	40	HS Grad	30-44	17680
2006	Employed,	AB	Male	71	No	30	30	HS Dropout	45-59	46800
2006	Employed,	QC	Female	6	No	15	40	HS Grad	15-29	31200
2006	Employed,	AB	Male	3	No	12.82	45	Ba or More	45-59	29998.8
2006	Employed,	AB	Male	70	No	27	50	Some PS	30-44	70200
2006	Employed,	AB	Male	44	No	28.85	40	Some PS	30-44	60008
2006	Employed,	BC	Male	146	No	14.42	40	HS Dropout	30-44	29993.6
2006	Employed,	AB	Male	3	No	20	40	Some PS	45-59	41600
2006	Employed,	ON	Female	7	Yes	20	40	Ba or More	15-29	41600
2006	Employed,	ON	Male	69	No	15	40	HS Grad	30-44	31200
2006	Employed,	QC	Female	240	No	10	12	HS Dropout	60+	6240
2006	Employed,	ON	Male	94	NA	NA	30	Some PS	45-59	NA
2006	Employed,	ON	Female	10	No	20	40	Some PS	15-29	41600
2006	Employed,	ON	Female	57	NA	NA	10	Ba or More	45-59	NA
2006	Employed,	ON	Male	43	No	7.14	35	Ba or More	30-44	12994.8
2006	Employed,	QC	Female	240	No	32.97	35	Some PS	45-59	60005.4
2006	Employed,	QC	Female	3	No	7.4	20	HS Grad	15-29	7696
2006	Employed,	AB	Male	4	Yes	43	40	Some PS	60+	89440
2006	Employed,	QC	Male	65	NA	NA	50	Ba or More	30-44	NA
2006	Employed,	ON	Female	9	No	7.85	12	HS Dropout	15-29	4898.4
2006	Employed,	AB	Female	4	No	7	24	HS Dropout	15-29	8736
2006	Employed,	ON	Male	7	Yes	26.44	40	Ba or More	45-59	54995.2
2006	Employed,	AB	Male	30	No	28.21	37.5	Some PS	30-44	55009.5
2006	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	15-29	NA
2006	Employed,	BC	Male	58	Yes	22.56	37.5	Some PS	30-44	43992
2006	Employed,	ON	Female	79	No	12.5	40	Some PS	30-44	26000
2006	Employed,	QC	Female	106	Yes	21.54	37.5	Some PS	15-29	42003
2006	Employed,	QC	Male	187	Yes	21	37	Some PS	45-59	40404
2006	Employed,	QC	Female	35	No	14.01	37.5	Some PS	15-29	27319.5
2006	Employed,	QC	Male	120	Yes	21.5	40	Some PS	30-44	44720
2006	Employed,	ON	Male	63	NA	NA	40	Some PS	30-44	NA
2006	Employed,	QC	Male	240	Yes	14.59	37.8	HS Dropout	45-59	28678.104
2006	Employed,	ON	Male	117	No	28.72	37.5	Some PS	30-44	56004
2006	Employed,	ON	Male	35	No	7.45	20	HS Dropout	15-29	7748
2006	Employed,	ON	Female	107	Yes	14.3	35	Some PS	30-44	26026
2006	Employed,	AB	Female	5	No	10	40	HS Dropout	15-29	20800
2006	Employed,	QC	Female	71	NA	NA	50	HS Grad	45-59	NA
2006	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	30-44	NA
2006	Employed,	ON	Male	240	Yes	19.33	40	HS Dropout	30-44	40206.4
2006	Employed,	ON	Male	228	No	29.49	45	Some PS	45-59	69006.6
2006	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	30-44	NA
2006	Employed,	BC	Male	202	No	30.26	37.5	Ba or More	30-44	59007
2006	Employed,	BC	Female	17	No	9.5	70	HS Dropout	30-44	34580
2006	Employed,	AB	Male	56	Yes	30	40	Some PS	15-29	62400
2006	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	30-44	NA
2006	Employed,	BC	Female	240	NA	NA	45	Ba or More	30-44	NA
2006	Employed,	BC	Male	5	No	10	15	HS Dropout	15-29	7800
2006	Employed,	QC	Male	99	NA	NA	10	HS Dropout	30-44	NA
2006	Employed,	BC	Female	213	Yes	19.69	36.5	Ba or More	45-59	37371.62
2006	Unemployed	ON	Male	NA	NA	NA	NA	HS Grad	30-44	NA
2006	Employed,	ON	Female	240	Yes	39.52	36.5	Ba or More	45-59	75008.96
2006	Employed,	BC	Male	35	Yes	14.28	40	Some PS	45-59	29702.4
2006	Employed,	QC	Female	240	Yes	23.63	35	Some PS	45-59	43006.6
2006	Employed,	AB	Male	1	No	14.5	40	HS Grad	15-29	30160
2006	Employed,	ON	Female	27	No	8	15	HS Dropout	15-29	6240
2006	Employed,	ON	Male	23	Yes	23.77	40	Some PS	30-44	49441.6
2006	Employed,	ON	Female	4	No	7.15	20	HS Dropout	15-29	7436
2006	Employed,	ON	Female	15	Yes	17	40	Ba or More	15-29	35360
2006	Employed,	AB	Female	5	No	8.38	35	HS Grad	15-29	15251.6
2006	Unemployed	QC	Female	NA	NA	NA	NA	Some PS	30-44	NA
2006	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	15-29	NA
2006	Employed,	BC	Female	21	NA	NA	25	Ba or More	30-44	NA
2006	Employed,	ON	Female	240	Yes	35	12	Some PS	60+	21840
2006	Employed,	BC	Female	144	No	17.85	35.5	Some PS	45-59	32951.1
2006	Unemployed	ON	Male	NA	NA	NA	NA	HS Grad	15-29	NA
2006	Employed,	ON	Male	10	No	33.65	40	Ba or More	30-44	69992
2006	Employed,	AB	Female	54	No	23.5	45	Ba or More	45-59	54990
2006	Employed,	ON	Male	240	Yes	25.72	40	HS Grad	45-59	53497.6
2006	Employed,	QC	Female	7	NA	NA	20	HS Grad	30-44	NA
2006	Employed,	ON	Female	38	No	10.12	10	HS Dropout	45-59	5262.4
2006	Employed,	BC	Female	72	NA	NA	24	HS Grad	45-59	NA
2006	Employed,	BC	Female	39	No	10	40	Some PS	15-29	20800
2006	Employed,	QC	Male	103	Yes	20.5	36	Some PS	30-44	38376
2006	Employed,	ON	Male	49	Yes	37.69	40	HS Grad	45-59	78395.2
2006	Employed,	AB	Male	240	No	54.09	40	Some PS	45-59	112507.2
2006	Employed,	AB	Female	132	NA	NA	8	HS Dropout	45-59	NA
2006	Employed,	ON	Male	114	Yes	21	40	HS Grad	30-44	43680
2006	Employed,	ON	Female	18	No	7.45	20	HS Dropout	15-29	7748
2006	Employed,	BC	Female	31	Yes	28.85	40	HS Grad	30-44	60008
2006	Employed,	QC	Female	240	No	16.85	36	Some PS	45-59	31543.2
2006	Employed,	QC	Male	77	No	13.74	35	Some PS	30-44	25006.8
2006	Employed,	BC	Female	3	No	12.55	37	Ba or More	15-29	24146.2
2006	Employed,	ON	Male	131	NA	NA	45	Some PS	45-59	NA
2006	Employed,	AB	Female	22	No	10	16	HS Grad	15-29	8320
2006	Unemployed	ON	Male	NA	NA	NA	NA	Ba or More	15-29	NA
2006	Employed,	ON	Female	240	Yes	35	36	Some PS	45-59	65520
2006	Employed,	ON	Female	137	NA	NA	47	Some PS	60+	NA
2006	Employed,	QC	Female	7	Yes	21.03	32	HS Dropout	15-29	34993.92
2006	Unemployed	AB	Female	NA	NA	NA	NA	HS Grad	30-44	NA
2006	Employed,	QC	Male	240	No	64.1	37.5	Ba or More	45-59	124995
2006	Employed,	BC	Female	60	NA	NA	5	HS Dropout	60+	NA
2006	Employed,	BC	Female	147	No	16	40	Some PS	30-44	33280
2006	Employed,	ON	Male	1	No	16.08	37.5	Some PS	15-29	31356
2006	Employed,	BC	Male	17	No	20.75	63	Some PS	60+	67977
2006	Employed,	AB	Male	240	NA	NA	50	HS Dropout	60+	NA
2006	Employed,	ON	Female	80	No	15.87	40	Ba or More	30-44	33009.6
2006	Employed,	ON	Female	5	No	7	30	HS Grad	15-29	10920
2006	Employed,	ON	Male	240	NA	NA	40	Some PS	45-59	NA
2006	Employed,	ON	Male	156	No	43.27	40	Some PS	30-44	90001.6
2006	Employed,	ON	Male	96	No	20.5	40	HS Grad	45-59	42640
2006	Employed,	QC	Female	97	No	10.25	35	Ba or More	45-59	18655
2006	Employed,	QC	Female	7	No	8	2.5	Some PS	15-29	1040
2006	Employed,	ON	Female	28	NA	NA	10	Some PS	30-44	NA
2006	Employed,	ON	Male	19	No	7	12	HS Grad	15-29	4368
2006	Employed,	ON	Female	13	No	7.85	15	HS Grad	15-29	6123
2006	Employed,	ON	Male	10	No	37.95	37.5	Ba or More	45-59	74002.5
2006	Employed,	ON	Male	240	No	19	44	HS Dropout	30-44	43472
2006	Employed,	QC	Male	19	No	26.44	40	Ba or More	45-59	54995.2
2006	Employed,	BC	Male	240	No	23.08	40	Some PS	45-59	48006.4
2006	Employed,	BC	Male	158	Yes	33.46	37.5	Some PS	30-44	65247
2006	Employed,	AB	Male	34	Yes	24.79	48	Some PS	30-44	61875.84
2006	Employed,	AB	Female	15	No	23.59	37.5	HS Grad	30-44	46000.5
2006	Employed,	AB	Male	9	Yes	21.34	40	Some PS	45-59	44387.2
2006	Employed,	AB	Male	21	Yes	27.17	40	Ba or More	30-44	56513.6
2006	Employed,	ON	Male	240	Yes	18.73	37.5	Ba or More	45-59	36523.5
2006	Unemployed	AB	Female	NA	NA	NA	NA	HS Grad	45-59	NA
2006	Employed,	BC	Male	198	No	29.66	40	Some PS	30-44	61692.8
2006	Employed,	ON	Male	20	No	23	42	Some PS	30-44	50232
2006	Employed,	ON	Male	106	NA	NA	6	HS Dropout	60+	NA
2006	Employed,	QC	Male	2	No	7	6	HS Dropout	30-44	2184
2006	Employed,	ON	Female	240	No	32	40	HS Grad	45-59	66560
2006	Employed,	BC	Male	175	Yes	19.25	37.5	Some PS	30-44	37537.5
2006	Employed,	AB	Male	54	No	30	40	HS Dropout	30-44	62400
2006	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	15-29	NA
2006	Employed,	ON	Male	67	Yes	12.15	35	HS Grad	15-29	22113
2006	Employed,	BC	Male	75	NA	NA	20	Ba or More	45-59	NA
2006	Employed,	AB	Male	72	Yes	21.9	37.5	HS Grad	15-29	42705
2006	Employed,	BC	Male	60	NA	NA	40	HS Grad	15-29	NA
2006	Employed,	QC	Male	129	NA	NA	60	Some PS	30-44	NA
2006	Employed,	ON	Male	6	No	19	40	Some PS	15-29	39520
2006	Employed,	AB	Female	192	No	16.73	30	HS Grad	60+	26098.8
2006	Employed,	ON	Male	127	Yes	34.07	40	Ba or More	30-44	70865.6
2006	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	45-59	NA
2006	Employed,	BC	Male	14	No	9.23	50	HS Dropout	30-44	23998
2006	Employed,	AB	Female	82	NA	NA	45	HS Grad	30-44	NA
2006	Employed,	QC	Female	94	NA	NA	45	Ba or More	30-44	NA
2006	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	45-59	NA
2006	Employed,	QC	Male	211	NA	NA	10	HS Grad	45-59	NA
2006	Employed,	QC	Male	36	Yes	8.8	35	HS Grad	15-29	16016
2006	Employed,	ON	Male	195	Yes	20.19	40	Some PS	45-59	41995.2
2006	Employed,	ON	Male	231	No	21	40	HS Grad	30-44	43680
2006	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	15-29	NA
2006	Employed,	ON	Male	43	No	11	16	HS Grad	60+	9152
2006	Employed,	QC	Female	11	Yes	7.8	5	HS Dropout	15-29	2028
2006	Employed,	ON	Male	59	NA	NA	40	Some PS	30-44	NA
2006	Employed,	ON	Female	17	No	10.25	20	HS Grad	30-44	10660
2006	Employed,	ON	Female	99	No	24.04	40	Some PS	45-59	50003.2
2006	Employed,	QC	Female	240	Yes	20.51	37.5	HS Grad	30-44	39994.5
2006	Employed,	AB	Male	176	No	26	40	Some PS	45-59	54080
2006	Employed,	ON	Male	7	No	9	38	HS Dropout	15-29	17784
2006	Employed,	AB	Female	99	NA	NA	35	HS Dropout	30-44	NA
2006	Employed,	QC	Female	212	No	36.26	35	Ba or More	30-44	65993.2
2006	Employed,	QC	Female	240	Yes	20	37.5	HS Grad	45-59	39000
2006	Employed,	ON	Male	13	No	8.3	2	Some PS	30-44	863.2
2006	Employed,	ON	Male	5	Yes	29	40	Some PS	45-59	60320
2006	Employed,	BC	Female	12	Yes	33	37.5	Some PS	30-44	64350
2006	Employed,	ON	Female	170	No	15.11	22.5	HS Grad	45-59	17678.7
2006	Employed,	BC	Female	10	No	9	7	Some PS	15-29	3276
2006	Employed,	AB	Male	240	NA	NA	20	HS Dropout	60+	NA
2006	Employed,	QC	Male	207	Yes	30	35	Ba or More	15-29	54600
2006	Employed,	QC	Male	148	NA	NA	35	Some PS	30-44	NA
2006	Employed,	BC	Female	23	No	24.04	40	Ba or More	45-59	50003.2
2006	Employed,	BC	Female	111	NA	NA	60	Ba or More	45-59	NA
2006	Employed,	ON	Female	8	No	9	35	Some PS	15-29	16380
2006	Employed,	ON	Female	19	No	8	17	HS Dropout	15-29	7072
2006	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	30-44	NA
2006	Employed,	ON	Male	185	Yes	17.5	40	Some PS	60+	36400
2006	Employed,	ON	Male	63	Yes	21	44	HS Grad	15-29	48048
2006	Employed,	AB	Female	99	No	22.05	37.5	Some PS	30-44	42997.5
2006	Employed,	QC	Male	147	NA	NA	40	Ba or More	45-59	NA
2006	Employed,	QC	Female	118	No	20	30	Some PS	45-59	31200
2006	Employed,	BC	Female	73	Yes	30.47	37.5	Some PS	30-44	59416.5
2006	Employed,	ON	Female	15	NA	NA	5	Some PS	30-44	NA
2006	Employed,	QC	Female	59	No	36.06	40	Ba or More	30-44	75004.8
2006	Employed,	AB	Male	3	No	25	40	HS Grad	15-29	52000
2006	Employed,	ON	Female	1	No	8	40	HS Dropout	15-29	16640
2006	Employed,	QC	Female	117	NA	NA	20	Some PS	45-59	NA
2006	Employed,	QC	Female	97	Yes	15.5	30	HS Grad	15-29	24180
2006	Employed,	QC	Male	58	No	14	40	HS Grad	15-29	29120
2006	Unemployed	QC	Female	NA	NA	NA	NA	HS Grad	45-59	NA
2006	Employed,	ON	Female	127	Yes	14.84	35	Some PS	45-59	27008.8
2006	Employed,	ON	Male	45	No	7.15	17	HS Dropout	15-29	6320.6
2006	Employed,	AB	Male	35	No	21.75	44	Some PS	15-29	49764
2006	Employed,	AB	Female	34	No	12.5	28	Some PS	15-29	18200
2006	Employed,	QC	Female	1	No	9	40	Some PS	15-29	18720
2006	Employed,	ON	Female	27	No	30.77	37.5	Ba or More	15-29	60001.5
2006	Employed,	BC	Male	9	No	21	40	HS Dropout	15-29	43680
2006	Employed,	AB	Male	91	NA	NA	40	Some PS	45-59	NA
2006	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	45-59	NA
2006	Employed,	BC	Male	150	NA	NA	35	Ba or More	30-44	NA
2006	Employed,	ON	Female	68	Yes	44.05	40	Ba or More	45-59	91624
2006	Employed,	QC	Male	115	No	8	35	Some PS	30-44	14560
2006	Employed,	BC	Female	10	No	10.5	35	Some PS	30-44	19110
2006	Employed,	QC	Male	96	No	25	40	Some PS	30-44	52000
2006	Employed,	BC	Male	1	No	18	40	Some PS	30-44	37440
2006	Employed,	ON	Male	240	No	22.5	40	HS Grad	45-59	46800
2006	Employed,	ON	Female	29	No	8	24	HS Grad	30-44	9984
2006	Employed,	AB	Female	6	No	7	24	HS Dropout	15-29	8736
2006	Employed,	QC	Male	240	No	30.77	40	HS Grad	45-59	64001.6
2006	Employed,	ON	Female	16	Yes	31.25	40	Some PS	45-59	65000
2006	Unemployed	AB	Male	NA	NA	NA	NA	HS Grad	15-29	NA
2006	Employed,	ON	Male	143	NA	NA	99	HS Grad	15-29	NA
2006	Employed,	QC	Female	240	Yes	36.63	21	HS Grad	45-59	39999.96
2006	Employed,	ON	Female	25	No	10.26	15	Ba or More	30-44	8002.8
2006	Employed,	BC	Male	12	NA	NA	40	HS Dropout	15-29	NA
2006	Employed,	QC	Female	19	No	19.72	39	Some PS	15-29	39992.16
2006	Employed,	ON	Female	240	Yes	33.51	37.3	Some PS	45-59	64995.996
2006	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	15-29	NA
2006	Employed,	AB	Male	13	No	13	32	Some PS	30-44	21632
2006	Employed,	QC	Male	81	Yes	21.37	45	HS Grad	30-44	50005.8
2006	Employed,	ON	Male	240	No	43.27	40	HS Grad	45-59	90001.6
2006	Employed,	QC	Female	240	Yes	18.5	35	HS Dropout	45-59	33670
2006	Employed,	QC	Female	60	Yes	20.71	38.8	Ba or More	15-29	41784.496
2006	Employed,	BC	Male	156	No	14.75	40	HS Grad	45-59	30680
2006	Employed,	QC	Female	33	Yes	20	17	Some PS	15-29	17680
2006	Employed,	AB	Male	17	No	14.42	40	Some PS	30-44	29993.6
2006	Employed,	ON	Female	7	No	21.63	40	Some PS	15-29	44990.4
2006	Employed,	ON	Female	9	No	10	20	HS Grad	15-29	10400
2006	Employed,	BC	Female	11	No	13	20	Some PS	15-29	13520
2006	Employed,	QC	Female	1	No	7.6	8	Some PS	15-29	3161.6
2006	Unemployed	ON	Male	NA	NA	NA	NA	HS Grad	45-59	NA
2006	Employed,	ON	Male	145	No	48.95	55	Ba or More	30-44	139997
2006	Employed,	ON	Male	135	No	21.7	40	HS Grad	45-59	45136
2006	Employed,	QC	Male	29	No	15.87	40	Some PS	15-29	33009.6
2006	Employed,	QC	Male	4	Yes	17.8	38.8	Some PS	60+	35913.28
2006	Employed,	BC	Male	17	NA	NA	8	HS Grad	45-59	NA
2006	Employed,	AB	Male	171	NA	NA	30	Some PS	30-44	NA
2006	Employed,	ON	Male	35	No	29.49	30	Ba or More	45-59	46004.4
2006	Employed,	ON	Female	1	NA	NA	40	Some PS	30-44	NA
2006	Employed,	ON	Male	62	Yes	16	12	HS Grad	15-29	9984
2006	Employed,	BC	Female	7	No	22.06	17	Some PS	30-44	19501.04
2006	Employed,	AB	Female	87	Yes	34.87	37.5	Ba or More	30-44	67996.5
2006	Employed,	ON	Male	240	No	21.18	42.5	HS Grad	45-59	46807.8
2006	Employed,	ON	Female	202	No	33.65	40	Ba or More	45-59	69992
2006	Employed,	QC	Female	240	No	43.96	35	Ba or More	45-59	80007.2
2006	Employed,	AB	Female	9	No	15	10	HS Grad	15-29	7800
2006	Unemployed	ON	Male	NA	NA	NA	NA	Ba or More	45-59	NA
2006	Employed,	QC	Male	213	NA	NA	35	Ba or More	45-59	NA
2006	Employed,	ON	Female	53	NA	NA	30	Some PS	30-44	NA
2006	Employed,	ON	Female	27	Yes	20.42	37.5	Ba or More	30-44	39819
2006	Unemployed	AB	Female	NA	NA	NA	NA	Some PS	30-44	NA
2006	Employed,	QC	Female	70	NA	NA	2.5	Some PS	45-59	NA
2006	Employed,	AB	Female	66	No	20	28	HS Grad	45-59	29120
2006	Employed,	ON	Female	240	No	29.23	37.5	Some PS	45-59	56998.5
2006	Employed,	ON	Female	115	No	14.41	40	HS Grad	30-44	29972.8
2006	Employed,	QC	Male	240	No	29	40	Some PS	45-59	60320
2006	Employed,	BC	Male	132	NA	NA	5	Ba or More	60+	NA
2006	Employed,	BC	Female	237	Yes	23	37.5	Some PS	45-59	44850
2006	Employed,	ON	Male	240	Yes	26	40	HS Grad	30-44	54080
2006	Employed,	ON	Male	17	No	15	40	HS Grad	15-29	31200
2006	Employed,	ON	Male	240	Yes	22	40	Some PS	45-59	45760
2006	Employed,	QC	Female	95	Yes	46.15	22.5	Ba or More	15-29	53995.5
2006	Employed,	AB	Male	75	NA	NA	75	Some PS	15-29	NA
2006	Employed,	ON	Male	240	Yes	39.74	40	Some PS	30-44	82659.2
2006	Employed,	ON	Male	4	No	7.84	12	HS Dropout	15-29	4892.16
2006	Employed,	AB	Female	240	NA	NA	50	HS Dropout	60+	NA
2006	Employed,	ON	Male	12	No	8.3	34	Some PS	15-29	14674.4
2006	Employed,	QC	Female	43	Yes	10.4	26	Some PS	45-59	14060.8
2006	Employed,	ON	Female	5	No	32.5	30	Some PS	30-44	50700
2006	Employed,	ON	Female	69	NA	NA	25	Ba or More	45-59	NA
2006	Employed,	AB	Female	4	No	7	42	Some PS	30-44	15288
2006	Employed,	QC	Female	203	Yes	32.33	36.3	Ba or More	30-44	61026.108
2006	Employed,	QC	Female	36	No	28.85	40	Some PS	30-44	60008
2006	Employed,	AB	Male	240	No	36	42	Some PS	45-59	78624
2006	Employed,	BC	Female	79	NA	NA	5	HS Grad	45-59	NA
2006	Employed,	ON	Male	187	Yes	41.86	34	Ba or More	45-59	74008.48
2006	Employed,	AB	Female	8	No	24.04	40	Some PS	30-44	50003.2
2006	Employed,	ON	Male	240	No	17.95	45	Ba or More	45-59	42003
2006	Employed,	BC	Male	5	NA	NA	40	Some PS	30-44	NA
2006	Employed,	ON	Male	70	NA	NA	62	HS Grad	45-59	NA
2006	Employed,	ON	Male	12	Yes	25	40	HS Dropout	30-44	52000
2006	Employed,	ON	Male	214	No	24.04	40	Some PS	30-44	50003.2
2006	Employed,	BC	Female	180	NA	NA	30	Some PS	45-59	NA
2006	Employed,	ON	Male	23	No	15.5	40	HS Grad	15-29	32240
2006	Employed,	QC	Male	51	No	9	30	Some PS	15-29	14040
2006	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
2006	Employed,	QC	Female	21	No	8.6	22	Some PS	15-29	9838.4
2006	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	45-59	NA
2006	Employed,	QC	Male	1	No	12	40	Some PS	45-59	24960
2006	Employed,	BC	Female	99	No	23.08	30	HS Grad	30-44	36004.8
2006	Employed,	QC	Male	222	Yes	30.77	35	Ba or More	15-29	56001.4
2006	Employed,	ON	Female	34	No	24.52	30	Ba or More	30-44	38251.2
2006	Employed,	BC	Female	42	No	31	28	Ba or More	45-59	45136
2006	Employed,	QC	Male	15	Yes	18.47	38.5	Some PS	15-29	36976.94
2006	Employed,	BC	Male	165	Yes	24	40	HS Grad	45-59	49920
2006	Employed,	ON	Male	60	NA	NA	50	HS Grad	45-59	NA
2006	Employed,	ON	Female	29	Yes	17.45	37.5	Some PS	45-59	34027.5
2006	Employed,	AB	Male	22	No	9.5	37.5	Some PS	45-59	18525
2006	Employed,	ON	Female	22	No	15	40	Some PS	45-59	31200
2006	Employed,	BC	Female	5	No	8	35	HS Grad	15-29	14560
2006	Employed,	BC	Female	191	Yes	28	40	Ba or More	30-44	58240
2006	Employed,	QC	Male	240	NA	NA	50	HS Dropout	45-59	NA
2006	Employed,	AB	Male	14	No	16	40	Some PS	30-44	33280
2006	Employed,	QC	Female	240	Yes	24.12	38.8	Some PS	45-59	48664.512
2006	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	30-44	NA
2006	Employed,	QC	Female	130	No	6.61	40	Ba or More	15-29	13748.8
2006	Employed,	AB	Male	32	No	13.51	40	Some PS	45-59	28100.8
2006	Employed,	AB	Male	2	No	14.5	40	HS Grad	15-29	30160
2006	Employed,	ON	Female	3	No	7.5	16	Ba or More	30-44	6240
2006	Employed,	ON	Male	179	NA	NA	40	Some PS	30-44	NA
2006	Employed,	ON	Male	34	No	16	44	Some PS	15-29	36608
2006	Employed,	QC	Female	129	No	9	40	Some PS	30-44	18720
2006	Employed,	QC	Female	3	No	16	40	Some PS	30-44	33280
2006	Employed,	ON	Male	5	No	10	10	Some PS	60+	5200
2006	Employed,	ON	Female	127	No	28.85	40	Ba or More	45-59	60008
2006	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
2006	Employed,	ON	Male	135	No	25.4	40	Some PS	30-44	52832
2006	Employed,	QC	Male	163	No	12	40	HS Dropout	60+	24960
2006	Employed,	ON	Male	240	No	25	42	HS Grad	30-44	54600
2006	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	30-44	NA
2006	Employed,	QC	Male	240	No	22	45	HS Dropout	60+	51480
2006	Employed,	QC	Male	240	Yes	18.06	40	Some PS	45-59	37564.8
2006	Employed,	BC	Male	74	Yes	23.75	40	HS Grad	30-44	49400
2006	Employed,	ON	Female	10	No	7.85	24	Ba or More	15-29	9796.8
2006	Employed,	AB	Male	240	Yes	16	40	Some PS	45-59	33280
2006	Employed,	AB	Male	55	No	27.88	40	Ba or More	30-44	57990.4
2006	Employed,	AB	Female	99	No	37.14	35	Some PS	30-44	67594.8
2006	Employed,	ON	Male	130	Yes	22	44	Some PS	30-44	50336
2006	Employed,	ON	Male	240	NA	NA	25	Some PS	60+	NA
2006	Unemployed	AB	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
2006	Employed,	QC	Male	128	Yes	10.75	40	HS Dropout	30-44	22360
2006	Employed,	BC	Male	87	NA	NA	65	HS Grad	30-44	NA
2006	Unemployed	BC	Male	NA	NA	NA	NA	Ba or More	45-59	NA
2006	Employed,	QC	Female	29	No	17.58	35	Some PS	45-59	31995.6
2006	Employed,	QC	Female	149	No	22.35	37	HS Grad	30-44	43001.4
2006	Employed,	ON	Male	169	NA	NA	75	Ba or More	45-59	NA
2006	Employed,	ON	Male	108	NA	NA	40	HS Grad	45-59	NA
2006	Employed,	QC	Male	190	No	11	40	Ba or More	30-44	22880
2006	Employed,	QC	Male	48	Yes	21.34	38	Some PS	30-44	42167.84
2006	Employed,	ON	Female	15	No	7.97	40	HS Grad	30-44	16577.6
2006	Employed,	ON	Female	7	No	8.5	24	HS Grad	15-29	10608
2006	Employed,	ON	Female	190	No	25.99	35	Some PS	45-59	47301.8
2006	Employed,	AB	Male	33	No	20	40	HS Dropout	30-44	41600
2006	Employed,	ON	Male	10	No	20	40	Some PS	45-59	41600
2006	Employed,	ON	Female	19	No	14	20	Ba or More	30-44	14560
2006	Employed,	ON	Male	240	NA	NA	20	HS Grad	60+	NA
2006	Unemployed	BC	Female	NA	NA	NA	NA	Some PS	30-44	NA
2006	Employed,	QC	Male	22	No	14	45	Some PS	30-44	32760
2006	Employed,	BC	Male	240	NA	NA	2	Some PS	60+	NA
2006	Employed,	BC	Male	43	NA	NA	70	Some PS	45-59	NA
2006	Employed,	ON	Male	3	Yes	13.18	40	HS Dropout	30-44	27414.4
2006	Employed,	ON	Male	207	Yes	40	40	Some PS	45-59	83200
2006	Employed,	ON	Female	240	Yes	23	37.5	Some PS	45-59	44850
2006	Employed,	ON	Female	187	Yes	42.86	35	Ba or More	30-44	78005.2
2006	Employed,	ON	Female	125	NA	NA	30	Some PS	30-44	NA
